acousticness,analysis_url,danceability,duration_ms,energy,spotify_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,track_name,class
0.817,https://api.spotify.com/v1/audio-analysis/6bl7UHHcx1OY9tbvvnSssc,0.656,170000,0.396,6bl7UHHcx1OY9tbvvnSssc,0.133,8,0.127,-13.577,1,0.0329,132.088,4,0.798,T-Bone Walker,T-Bone Shuffle,2.0
0.0364,https://api.spotify.com/v1/audio-analysis/3ZeR4nO0QmiIP8DlNYz4wm,0.788,130612,0.846,3ZeR4nO0QmiIP8DlNYz4wm,0.00466,1,0.0963,-6.005,1,0.0411,121.928,4,0.794,Jany Green,Lost In Love,6.0
0.222,https://api.spotify.com/v1/audio-analysis/2afB4eV1KWBqLqFqME6PTh,0.559,157907,0.66,2afB4eV1KWBqLqFqME6PTh,0.0,7,0.193,-4.143,1,0.0512,163.957,4,0.574,Parmalee,Take My Name,4.0
0.000192,https://api.spotify.com/v1/audio-analysis/0NZrY7Lc9g6V03hxRpfToV,0.575,170074,0.959,0NZrY7Lc9g6V03hxRpfToV,0.0,1,0.0515,-2.469,0,0.108,110.973,4,0.642,Machine Gun Kelly,body bag (feat. YUNGBLUD & Bert McCracken of The Used),10.0
0.836,https://api.spotify.com/v1/audio-analysis/13G8xlZ1lAJkrIBGdMzlMy,0.711,105641,0.167,13G8xlZ1lAJkrIBGdMzlMy,1.27e-06,5,0.1,-13.319,0,0.0331,82.842,4,0.476,Leah Blevins,Heart of Gold (615 Sessions),0.0
0.00188,https://api.spotify.com/v1/audio-analysis/3NcGJRziMB3fubBB2Rqq2x,0.477,362088,0.973,3NcGJRziMB3fubBB2Rqq2x,0.000135,7,0.379,-4.106,0,0.0541,107.618,4,0.403,Soen,Antagonist,8.0
0.0499,https://api.spotify.com/v1/audio-analysis/4PB3pwdt5CBJbYktUF2DcY,0.679,216507,0.844,4PB3pwdt5CBJbYktUF2DcY,2.82e-06,9,0.072,-3.826,1,0.0417,104.978,4,0.476,Ella Henderson,Ghost,9.0
0.0966,https://api.spotify.com/v1/audio-analysis/1oTSQI2zsIiRU1TY0xfTcc,0.727,153484,0.632,1oTSQI2zsIiRU1TY0xfTcc,0.0,0,0.0913,-5.399,1,0.223,144.22,4,0.193,Miss Lafamilia,Lil Bitch,5.0
0.39,https://api.spotify.com/v1/audio-analysis/2k6GQCezgSN63gUxvrfoWO,0.661,221625,0.737,2k6GQCezgSN63gUxvrfoWO,0.0,6,0.22,-6.645,0,0.315,160.142,4,0.558,Kavale,Cry,5.0
0.0164,https://api.spotify.com/v1/audio-analysis/7K9Z3yFNNLv5kwTjQYGjnu,0.691,145611,0.814,7K9Z3yFNNLv5kwTjQYGjnu,0.0,1,0.366,-3.788,0,0.117,132.012,4,0.509,SyKo,#BrooklynBloodPop!,9.0
0.00135,https://api.spotify.com/v1/audio-analysis/6QN0mXlZOwfQoFs5yu55Pg,0.525,193067,0.89,6QN0mXlZOwfQoFs5yu55Pg,0.813,2,0.0822,-4.222,1,0.0557,160.083,4,0.604,Igorrr,Camel Dancefloor,8.0
0.000232,https://api.spotify.com/v1/audio-analysis/0oMC1XzzCa9IGFXMiUp9WW,0.471,284000,0.816,0oMC1XzzCa9IGFXMiUp9WW,0.1,2,0.0828,-9.446,1,0.0375,140.032,4,0.246,Pure Obsessions & Red Nights,God's Creatures - Jimmy Urine Remix,8.0
8.86e-05,https://api.spotify.com/v1/audio-analysis/2CmbsZHVWTiv7GGvfKNNae,0.613,335586,0.797,2CmbsZHVWTiv7GGvfKNNae,0.86,1,0.418,-6.744,1,0.0328,132.024,4,0.397,The Expendables,Surfman Cometh,10.0
0.154,https://api.spotify.com/v1/audio-analysis/4VtNDouDk6gLgopBhp9di6,0.529,276893,0.491,4VtNDouDk6gLgopBhp9di6,0.1,1,0.136,-6.249,0,0.193,113.996,1,0.54,King Gizzard & The Lizard Wizard,Work This Time,6.0
0.154,https://api.spotify.com/v1/audio-analysis/4VtNDouDk6gLgopBhp9di6,0.529,276893,0.491,4VtNDouDk6gLgopBhp9di6,0.1,1,0.136,-6.249,0,0.193,113.996,1,0.54,King Gizzard & The Lizard Wizard,Work This Time,1.0
0.154,https://api.spotify.com/v1/audio-analysis/4VtNDouDk6gLgopBhp9di6,0.529,276893,0.491,4VtNDouDk6gLgopBhp9di6,0.1,1,0.136,-6.249,0,0.193,113.996,1,0.54,King Gizzard & The Lizard Wizard,Work This Time,6.0
0.154,https://api.spotify.com/v1/audio-analysis/4VtNDouDk6gLgopBhp9di6,0.529,276893,0.491,4VtNDouDk6gLgopBhp9di6,0.1,1,0.136,-6.249,0,0.193,113.996,1,0.54,King Gizzard & The Lizard Wizard,Work This Time,1.0
0.259,https://api.spotify.com/v1/audio-analysis/3FDFofxSBPv1hzSZdKvAuh,0.642,298777,0.706,3FDFofxSBPv1hzSZdKvAuh,0.0449,7,0.375,-7.712,1,0.103,106.241,4,0.669,Bernard Allison,Night Train,2.0
0.0564,https://api.spotify.com/v1/audio-analysis/6Oym6t2GFmguqYfCJjQl96,0.503,265400,0.816,6Oym6t2GFmguqYfCJjQl96,0.0,2,0.363,-6.146,0,0.0309,144.898,4,0.625,Lifehouse,Breathing,10.0
0.986,https://api.spotify.com/v1/audio-analysis/0iOuOHywtfaQEcWKeyuH3m,0.313,241555,0.0516,0iOuOHywtfaQEcWKeyuH3m,0.00652,2,0.0938,-17.754,0,0.0443,86.103,3,0.0846,James Blake,The First Time Ever I Saw Your Face,6.0
0.000926,https://api.spotify.com/v1/audio-analysis/69Yia3qCLw6N9U80WhLwLn,0.158,223933,0.572,69Yia3qCLw6N9U80WhLwLn,0.893,7,0.144,-6.293,0,0.0346,79.176,3,0.347,Death,Voice of the Soul,8.0
0.69,https://api.spotify.com/v1/audio-analysis/34ZfAjSGM4vxJ1P6N5geSp,0.588,189013,0.625,34ZfAjSGM4vxJ1P6N5geSp,4.38e-06,0,0.0799,-9.502,1,0.212,121.809,4,0.116,Sody,butterfly,9.0
0.0573,https://api.spotify.com/v1/audio-analysis/2pGzTsTEfLeZ38hjbGi37m,0.558,256597,0.596,2pGzTsTEfLeZ38hjbGi37m,0.0167,1,0.0776,-9.943,0,0.0607,169.925,3,0.244,Mahesh Raghvan,Siddhivinayakam: A New Beginning,0.0
0.326,https://api.spotify.com/v1/audio-analysis/6JuJtd8K0jpEejEBJBitlA,0.874,321080,0.649,6JuJtd8K0jpEejEBJBitlA,0.0028,0,0.0884,-6.352,0,0.0331,108.009,4,0.968,Rick Estrin & The Nightcats,Looking For A Woman,2.0
0.047,https://api.spotify.com/v1/audio-analysis/6pMR5gZyVQQFIzh0NAvX41,0.731,201711,0.84,6pMR5gZyVQQFIzh0NAvX41,0.0,7,0.0532,-5.224,1,0.0282,93.987,4,0.775,Blackjack Billy,4 X 4 Play,10.0
0.276,https://api.spotify.com/v1/audio-analysis/09gKiWS8u1ZHCcDx3CXH8u,0.335,215859,0.459,09gKiWS8u1ZHCcDx3CXH8u,0.00375,11,0.106,-11.137,1,0.0288,185.161,4,0.37,Winsome,Solitude,10.0
9.36e-05,https://api.spotify.com/v1/audio-analysis/4b2h4jQxgHpiWuLH8rp8Vu,0.507,195018,0.96,4b2h4jQxgHpiWuLH8rp8Vu,1.02e-06,9,0.208,-6.224,1,0.0354,135.024,4,0.967,Green Day,Pollyanna,10.0
0.874,https://api.spotify.com/v1/audio-analysis/1Y2XEbj7S0Q9PbfAXVwniY,0.55,197253,0.262,1Y2XEbj7S0Q9PbfAXVwniY,0.0043,0,0.12,-12.847,1,0.0281,95.01,4,0.19,Ayane Yamazaki,Melody,9.0
4.7e-06,https://api.spotify.com/v1/audio-analysis/1i5i4cJZyd5qcczvClm0nR,0.285,323200,0.973,1i5i4cJZyd5qcczvClm0nR,0.417,7,0.228,-5.123,0,0.0965,159.75,4,0.0769,Necrophobic,Mirror Black,8.0
0.00143,https://api.spotify.com/v1/audio-analysis/2mDpjnsJpY1YXmDGd0XNdJ,0.316,477257,0.535,2mDpjnsJpY1YXmDGd0XNdJ,0.769,7,0.872,-12.924,1,0.0402,162.264,4,0.577,Spafford,The Reprise (Live),10.0
0.0334,https://api.spotify.com/v1/audio-analysis/6UGIBaTNYONpDXRbExDFAt,0.781,140445,0.733,6UGIBaTNYONpDXRbExDFAt,0.0,1,0.231,-5.958,1,0.0771,129.948,4,0.739,Skrizzly Adams,Bad Desires,10.0
0.266,https://api.spotify.com/v1/audio-analysis/5O99fLa7gqlYfVGfPXZWq7,0.786,209655,0.689,5O99fLa7gqlYfVGfPXZWq7,0.0,1,0.109,-6.765,1,0.236,86.974,4,0.53,Tee Grizzley,What We On (feat. Big Sean),5.0
0.789,https://api.spotify.com/v1/audio-analysis/681shFcZbYxqz2BK5gPlHo,0.506,210454,0.489,681shFcZbYxqz2BK5gPlHo,0.0,10,0.111,-6.589,1,0.039,143.866,4,0.62,James Arthur,Medicine - Acoustic,9.0
0.0492,https://api.spotify.com/v1/audio-analysis/4cEhfMDQJenkOB12pvW051,0.761,182000,0.514,4cEhfMDQJenkOB12pvW051,0.00801,1,0.217,-9.271,1,0.143,110.042,4,0.258,Sega Bodega,Salv Goes To Hollywood,6.0
0.724,https://api.spotify.com/v1/audio-analysis/7MIMNleq34UeRnlLRdPpGY,0.568,239960,0.558,7MIMNleq34UeRnlLRdPpGY,0.000331,9,0.116,-8.553,1,0.0278,104.991,4,0.287,Hollow Coves,The Woods - Acoustic,0.0
0.0107,https://api.spotify.com/v1/audio-analysis/2FwhZ9LriLQ3oiRF4h1vJ1,0.673,181547,0.923,2FwhZ9LriLQ3oiRF4h1vJ1,0.0,1,0.12,-3.628,0,0.0521,139.969,4,0.946,No Love For The Middle Child,Bullets in the Dark (feat. MOD SUN),1.0
0.151,https://api.spotify.com/v1/audio-analysis/6L3kHc80vKnrC2jSGaOVgD,0.647,228800,0.62,6L3kHc80vKnrC2jSGaOVgD,4.88e-05,8,0.132,-10.46,1,0.0432,119.4,4,0.873,Koko Taylor,Put The Pot On,2.0
0.0132,https://api.spotify.com/v1/audio-analysis/5BcarBozJi3Gv0ncP721y5,0.53,206351,0.793,5BcarBozJi3Gv0ncP721y5,0.0,4,0.236,-7.662,1,0.0382,101.258,4,0.603,OWLS,Everyone Is My Friend,10.0
0.000295,https://api.spotify.com/v1/audio-analysis/79Rgk7ElZsP8tuZkr2RTth,0.492,196293,0.678,79Rgk7ElZsP8tuZkr2RTth,0.00229,9,0.364,-5.121,1,0.0467,104.428,4,0.349,Pandamic,Bus,10.0
0.000317,https://api.spotify.com/v1/audio-analysis/7vg6v0tvlOFEL4oOA9P6hy,0.595,220144,0.91,7vg6v0tvlOFEL4oOA9P6hy,0.0331,4,0.583,-4.138,1,0.0535,109.041,3,0.635,The Lonely Ones,Change The Station,10.0
0.97,https://api.spotify.com/v1/audio-analysis/6PrCAWVkTyq9tWBCjX1MDx,0.374,570787,0.118,6PrCAWVkTyq9tWBCjX1MDx,0.829,2,0.083,-16.478,1,0.0363,145.516,5,0.0973,Eric Reed,New Morning,7.0
0.992,https://api.spotify.com/v1/audio-analysis/56PyPh8da7AnBnHkSvICfG,0.57,166370,0.0532,56PyPh8da7AnBnHkSvICfG,0.954,4,0.1,-17.396,1,0.0517,118.767,3,0.108,Valencia Torres,Mountain Train,7.0
0.000298,https://api.spotify.com/v1/audio-analysis/4pq1IHgovXJJjIL4QI0QvR,0.503,204107,0.825,4pq1IHgovXJJjIL4QI0QvR,0.0365,7,0.298,-11.117,1,0.0383,133.206,4,0.691,Datcha Mandala,Stick It Out,10.0
0.327,https://api.spotify.com/v1/audio-analysis/4pNHUObYXKqIL8dt176TLK,0.716,231667,0.693,4pNHUObYXKqIL8dt176TLK,0.0071,10,0.0864,-6.291,1,0.0335,102.129,4,0.724,Robert Cray,The Same Love That Made Me Laugh,2.0
6.21e-06,https://api.spotify.com/v1/audio-analysis/1Vlfe6qE25Z6ORdHWrrpAv,0.448,215840,0.903,1Vlfe6qE25Z6ORdHWrrpAv,0.022,2,0.43,-5.926,1,0.0523,127.932,4,0.35,Electric Boys,Super God,10.0
6.21e-06,https://api.spotify.com/v1/audio-analysis/1Vlfe6qE25Z6ORdHWrrpAv,0.448,215840,0.903,1Vlfe6qE25Z6ORdHWrrpAv,0.022,2,0.43,-5.926,1,0.0523,127.932,4,0.35,Electric Boys,Super God,8.0
6.21e-06,https://api.spotify.com/v1/audio-analysis/1Vlfe6qE25Z6ORdHWrrpAv,0.448,215840,0.903,1Vlfe6qE25Z6ORdHWrrpAv,0.022,2,0.43,-5.926,1,0.0523,127.932,4,0.35,Electric Boys,Super God,10.0
6.21e-06,https://api.spotify.com/v1/audio-analysis/1Vlfe6qE25Z6ORdHWrrpAv,0.448,215840,0.903,1Vlfe6qE25Z6ORdHWrrpAv,0.022,2,0.43,-5.926,1,0.0523,127.932,4,0.35,Electric Boys,Super God,8.0
0.138,https://api.spotify.com/v1/audio-analysis/6YlIYwbRruyC1TBrwbjakv,0.603,236867,0.827,6YlIYwbRruyC1TBrwbjakv,0.000323,10,0.123,-5.222,1,0.0282,107.009,4,0.664,Charlie Marie,Soul Train,1.0
0.372,https://api.spotify.com/v1/audio-analysis/0HIQbWBNdIxKVdtSQmY384,0.695,212093,0.655,0HIQbWBNdIxKVdtSQmY384,0.145,4,0.173,-10.253,0,0.051,86.009,4,0.95,Bay Ledges,Stay,6.0
0.568,https://api.spotify.com/v1/audio-analysis/0Kyr1asI6ETruhE7jK7inR,0.64,231131,0.486,0Kyr1asI6ETruhE7jK7inR,0.0202,2,0.7,-10.322,1,0.0268,112.313,4,0.895,Charley Crockett,Midnight Run,1.0
0.196,https://api.spotify.com/v1/audio-analysis/4lMwlBtIrYootJyUTTs3SE,0.66,161982,0.522,4lMwlBtIrYootJyUTTs3SE,0.0,2,0.356,-7.754,1,0.0323,135.825,4,0.524,The Kooks,Taking Pictures Of You,10.0
0.226,https://api.spotify.com/v1/audio-analysis/67citk3uzWs5qbaIVKTeg8,0.575,193333,0.844,67citk3uzWs5qbaIVKTeg8,0.0,3,0.0538,-1.772,0,0.0633,87.007,4,0.542,Carrie Underwood,Church Bells,4.0
0.845,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,0.592,238520,0.263,3B3eOgLJSqPEA0RfboIQVM,5.68e-06,4,0.127,-14.029,0,0.0568,76.366,4,0.109,Bon Iver,Skinny Love,0.0
0.204,https://api.spotify.com/v1/audio-analysis/4BYmnYGNVBVm2JHVxFNMXj,0.336,143227,0.909,4BYmnYGNVBVm2JHVxFNMXj,0.0211,4,0.333,-11.019,1,0.039,172.162,4,0.956,Stevie Ray Vaughan,The House Is Rockin',2.0
0.0741,https://api.spotify.com/v1/audio-analysis/7gtV9GNeU797beAEhAl2qA,0.907,152749,0.734,7gtV9GNeU797beAEhAl2qA,2.36e-05,8,0.105,-3.112,1,0.317,133.964,4,0.351,Melii,Sh*t Talk,5.0
0.00552,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2,0.276,230760,0.715,5VGlqQANWDKJFl0MBG3sg2,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173,Kings of Leon,Use Somebody,10.0
0.31,https://api.spotify.com/v1/audio-analysis/02Y0CtzmhTLjTOg0cWvAhq,0.659,174333,0.663,02Y0CtzmhTLjTOg0cWvAhq,1.7e-06,7,0.0745,-6.353,1,0.0292,133.849,4,0.961,Herman's Hermits,No Milk Today - Mono Version,10.0
2.86e-05,https://api.spotify.com/v1/audio-analysis/4YUAcUPZzIZPO47NA3P5ZJ,0.554,356160,0.918,4YUAcUPZzIZPO47NA3P5ZJ,0.704,8,0.551,-6.172,0,0.107,120.05,4,0.27,Pomegranate Tiger,Stomp the Haunted Crown,8.0
0.33,https://api.spotify.com/v1/audio-analysis/1U8gp98p9rXXG9lNHorx0y,0.592,332693,0.752,1U8gp98p9rXXG9lNHorx0y,0.81,9,0.0545,-7.309,0,0.0269,100.038,4,0.379,Vargas Blues Band,Blues latino,2.0
0.00906,https://api.spotify.com/v1/audio-analysis/7MC00oCO5s39O43WdUgwfA,0.93,164633,0.467,7MC00oCO5s39O43WdUgwfA,0.0062,8,0.131,-8.449,1,0.116,139.972,4,0.169,Cordae,Wassup (feat. Young Thug),5.0
0.0038,https://api.spotify.com/v1/audio-analysis/4SojVIIK8W5cJDjIHUCKiv,0.697,187059,0.667,4SojVIIK8W5cJDjIHUCKiv,2.08e-06,9,0.236,-6.354,1,0.0395,136.051,3,0.698,Swimm,Man's Man,1.0
0.0038,https://api.spotify.com/v1/audio-analysis/4SojVIIK8W5cJDjIHUCKiv,0.697,187059,0.667,4SojVIIK8W5cJDjIHUCKiv,2.08e-06,9,0.236,-6.354,1,0.0395,136.051,3,0.698,Swimm,Man's Man,6.0
0.0038,https://api.spotify.com/v1/audio-analysis/4SojVIIK8W5cJDjIHUCKiv,0.697,187059,0.667,4SojVIIK8W5cJDjIHUCKiv,2.08e-06,9,0.236,-6.354,1,0.0395,136.051,3,0.698,Swimm,Man's Man,1.0
0.0038,https://api.spotify.com/v1/audio-analysis/4SojVIIK8W5cJDjIHUCKiv,0.697,187059,0.667,4SojVIIK8W5cJDjIHUCKiv,2.08e-06,9,0.236,-6.354,1,0.0395,136.051,3,0.698,Swimm,Man's Man,6.0
0.278,https://api.spotify.com/v1/audio-analysis/09CdGJQxnnKb0Ww8Jfv7Zg,0.806,148793,0.741,09CdGJQxnnKb0Ww8Jfv7Zg,0.0,0,0.0985,-7.535,1,0.209,105.022,4,0.286,Jalen Santoy,Mad Nice,5.0
0.504,https://api.spotify.com/v1/audio-analysis/0EvnRzwVhtaboVkVSYvxyA,0.451,390600,0.547,0EvnRzwVhtaboVkVSYvxyA,0.0099,9,0.326,-8.522,0,0.0435,87.721,4,0.126,Bombino,Tar Hani (My Love),2.0
0.00919,https://api.spotify.com/v1/audio-analysis/5XMhppJhtgjkd2SYDklhR9,0.904,202411,0.498,5XMhppJhtgjkd2SYDklhR9,0.0,2,0.0791,-7.86,1,0.324,132.992,4,0.145,CHASE B,For Me,5.0
0.468,https://api.spotify.com/v1/audio-analysis/1EPdbtse9qPz2AQN7yUQ1q,0.6,252493,0.624,1EPdbtse9qPz2AQN7yUQ1q,0.124,8,0.166,-10.727,1,0.0387,98.586,4,0.756,Imarhan,Tamudre,2.0
0.00834,https://api.spotify.com/v1/audio-analysis/0vk5b6kj3QISHg4fpRPi6n,0.908,217427,0.517,0vk5b6kj3QISHg4fpRPi6n,0.0,4,0.142,-11.018,1,0.165,125.055,4,0.539,Drama,"Left, Right, Left",5.0
0.0598,https://api.spotify.com/v1/audio-analysis/4sVKF8qaWjwt9WatIfXAHU,0.543,270145,0.922,4sVKF8qaWjwt9WatIfXAHU,0.159,5,0.109,-5.521,1,0.112,121.984,4,0.73,Tseba,Must Be Love (feat. Electric Fields),6.0
0.018,https://api.spotify.com/v1/audio-analysis/2ZOTtG7v1OrSNs6EINIGb4,0.465,237893,0.865,2ZOTtG7v1OrSNs6EINIGb4,0.00135,11,0.0769,-9.573,0,0.098,117.528,4,0.677,Ram Jam,Black Betty,10.0
0.00151,https://api.spotify.com/v1/audio-analysis/2S4SIzDlrZ0makE4c6FLav,0.592,225318,0.901,2S4SIzDlrZ0makE4c6FLav,2.11e-05,2,0.351,-4.004,1,0.0349,105.065,4,0.836,The Fratellis,Stand up Tragedy,10.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,6.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,1.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,10.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,6.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,1.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,10.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,6.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,1.0
0.00127,https://api.spotify.com/v1/audio-analysis/2qBuod9evfCX8VOF24eR80,0.398,191293,0.838,2qBuod9evfCX8VOF24eR80,0.0,4,0.576,-6.679,1,0.102,116.913,4,0.747,The Wombats,Let's Dance to Joy Division,10.0
0.000839,https://api.spotify.com/v1/audio-analysis/2WRk6RxETSwdsg2dhtnXxc,0.282,161054,0.843,2WRk6RxETSwdsg2dhtnXxc,3.02e-05,11,0.0699,-6.002,0,0.114,175.798,4,0.418,Black Pistol Fire,Suffocation Blues,10.0
0.979,https://api.spotify.com/v1/audio-analysis/418v2RdbaHUOdWJt5AzOMP,0.506,298580,0.315,418v2RdbaHUOdWJt5AzOMP,5.73e-05,4,0.626,-10.438,1,0.0316,110.703,4,0.398,Mukesh,Kabhi Kabhi Mere Dil Mein,3.0
6.98e-05,https://api.spotify.com/v1/audio-analysis/6rtk6mHmKn7RjKTvOyVQ3C,0.367,220000,0.856,6rtk6mHmKn7RjKTvOyVQ3C,0.00609,1,0.0492,-11.546,1,0.065,167.849,4,0.322,Junkyard Drive,Let It Burn,8.0
6.98e-05,https://api.spotify.com/v1/audio-analysis/6rtk6mHmKn7RjKTvOyVQ3C,0.367,220000,0.856,6rtk6mHmKn7RjKTvOyVQ3C,0.00609,1,0.0492,-11.546,1,0.065,167.849,4,0.322,Junkyard Drive,Let It Burn,10.0
6.98e-05,https://api.spotify.com/v1/audio-analysis/6rtk6mHmKn7RjKTvOyVQ3C,0.367,220000,0.856,6rtk6mHmKn7RjKTvOyVQ3C,0.00609,1,0.0492,-11.546,1,0.065,167.849,4,0.322,Junkyard Drive,Let It Burn,8.0
6.98e-05,https://api.spotify.com/v1/audio-analysis/6rtk6mHmKn7RjKTvOyVQ3C,0.367,220000,0.856,6rtk6mHmKn7RjKTvOyVQ3C,0.00609,1,0.0492,-11.546,1,0.065,167.849,4,0.322,Junkyard Drive,Let It Burn,10.0
0.027,https://api.spotify.com/v1/audio-analysis/21GwG8Alj5Duat0I0IkE9R,0.684,274480,0.659,21GwG8Alj5Duat0I0IkE9R,5.9e-06,9,0.15,-5.713,1,0.0234,110.159,4,0.319,Godsmack,Serenity,8.0
0.777,https://api.spotify.com/v1/audio-analysis/0jXSghMAEE2ImajlWNBoiT,0.546,178959,0.389,0jXSghMAEE2ImajlWNBoiT,0.00273,0,0.0994,-14.135,0,0.0918,164.443,4,0.682,Count Basie,Sent For You Yesterday,2.0
0.21,https://api.spotify.com/v1/audio-analysis/6uvMKqNlrSvcC4NaKnrwjZ,0.883,278085,0.674,6uvMKqNlrSvcC4NaKnrwjZ,0.0,11,0.0678,-8.043,0,0.357,141.02,4,0.73,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",9.0
0.21,https://api.spotify.com/v1/audio-analysis/6uvMKqNlrSvcC4NaKnrwjZ,0.883,278085,0.674,6uvMKqNlrSvcC4NaKnrwjZ,0.0,11,0.0678,-8.043,0,0.357,141.02,4,0.73,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5.0
0.21,https://api.spotify.com/v1/audio-analysis/6uvMKqNlrSvcC4NaKnrwjZ,0.883,278085,0.674,6uvMKqNlrSvcC4NaKnrwjZ,0.0,11,0.0678,-8.043,0,0.357,141.02,4,0.73,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",9.0
0.21,https://api.spotify.com/v1/audio-analysis/6uvMKqNlrSvcC4NaKnrwjZ,0.883,278085,0.674,6uvMKqNlrSvcC4NaKnrwjZ,0.0,11,0.0678,-8.043,0,0.357,141.02,4,0.73,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5.0
0.000616,https://api.spotify.com/v1/audio-analysis/4PkJ7c9y1CwpuVOiJODnCZ,0.455,207467,0.858,4PkJ7c9y1CwpuVOiJODnCZ,0.000247,11,0.226,-5.659,0,0.0391,163.118,4,0.597,Nickelback,Someday,10.0
0.000578,https://api.spotify.com/v1/audio-analysis/4uPi47C1WcnhIbvCx4zCu6,0.409,188693,0.717,4uPi47C1WcnhIbvCx4zCu6,0.0632,6,0.0827,-7.75,1,0.0395,169.212,4,0.311,Eels,Novocaine For The Soul,6.0
0.000578,https://api.spotify.com/v1/audio-analysis/4uPi47C1WcnhIbvCx4zCu6,0.409,188693,0.717,4uPi47C1WcnhIbvCx4zCu6,0.0632,6,0.0827,-7.75,1,0.0395,169.212,4,0.311,Eels,Novocaine For The Soul,1.0
0.000578,https://api.spotify.com/v1/audio-analysis/4uPi47C1WcnhIbvCx4zCu6,0.409,188693,0.717,4uPi47C1WcnhIbvCx4zCu6,0.0632,6,0.0827,-7.75,1,0.0395,169.212,4,0.311,Eels,Novocaine For The Soul,6.0
0.000578,https://api.spotify.com/v1/audio-analysis/4uPi47C1WcnhIbvCx4zCu6,0.409,188693,0.717,4uPi47C1WcnhIbvCx4zCu6,0.0632,6,0.0827,-7.75,1,0.0395,169.212,4,0.311,Eels,Novocaine For The Soul,1.0
0.91,https://api.spotify.com/v1/audio-analysis/4cEzHktMaGrNAw36GbNhwr,0.707,163944,0.275,4cEzHktMaGrNAw36GbNhwr,7.6e-06,9,0.112,-14.026,0,0.163,108.657,4,0.619,Tommy McClennan,Blues As I Can Be,2.0
0.00308,https://api.spotify.com/v1/audio-analysis/5YTM7OgQDt9EJAYcfHLniJ,0.812,226440,0.6,5YTM7OgQDt9EJAYcfHLniJ,8.38e-06,7,0.173,-9.414,1,0.254,97.338,4,0.555,A Tribe Called Quest,Award Tour,5.0
0.325,https://api.spotify.com/v1/audio-analysis/3AOUYGyqGHbLFfqqw0cyzi,0.781,123280,0.407,3AOUYGyqGHbLFfqqw0cyzi,0.0,8,0.153,-9.695,1,0.143,91.046,4,0.314,Julia Wolf,In My Way,6.0
0.325,https://api.spotify.com/v1/audio-analysis/3AOUYGyqGHbLFfqqw0cyzi,0.781,123280,0.407,3AOUYGyqGHbLFfqqw0cyzi,0.0,8,0.153,-9.695,1,0.143,91.046,4,0.314,Julia Wolf,In My Way,9.0
