acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,class
0.873,0.401,186827,0.295,0.00096,5,0.0978,-10.624,0,0.0305,99.622,4,0.166,6.0
0.0279,0.516,130329,0.948,0.0564,2,0.15,-3.994,1,0.0644,170.087,4,0.957,10.0
0.0279,0.516,130329,0.948,0.0564,2,0.15,-3.994,1,0.0644,170.087,4,0.957,1.0
0.0279,0.516,130329,0.948,0.0564,2,0.15,-3.994,1,0.0644,170.087,4,0.957,10.0
0.0279,0.516,130329,0.948,0.0564,2,0.15,-3.994,1,0.0644,170.087,4,0.957,1.0
0.759,0.662,405653,0.491,0.091,6,0.101,-7.505,1,0.0637,122.324,4,0.627,2.0
1.84e-06,0.514,237838,0.984,0.0117,9,0.103,-3.175,0,0.161,133.61,4,0.233,8.0
0.567,0.318,265560,0.613,0.00291,9,0.286,-9.087,0,0.0534,176.145,3,0.354,2.0
0.000287,0.622,314000,0.768,0.287,5,0.164,-8.479,0,0.0439,120.007,4,0.039,8.0
0.265,0.626,166841,0.615,0.0,1,0.0812,-6.142,1,0.346,52.145,3,0.611,5.0
0.605,0.501,125840,0.926,0.000107,4,0.226,-2.276,1,0.0696,186.18,4,0.909,10.0
0.304,0.692,208674,0.335,0.0,7,0.342,-8.179,1,0.0356,126.912,4,0.25,9.0
0.306,0.543,214942,0.458,0.0,6,0.105,-6.641,0,0.0306,126.804,4,0.241,9.0
0.00338,0.844,177155,0.682,0.677,10,0.16,-9.207,0,0.129,105.015,4,0.312,6.0
0.00381,0.513,195147,0.956,0.0,5,0.391,-5.407,0,0.159,150.181,4,0.458,10.0
0.233,0.716,165978,0.537,0.0,0,0.157,-7.648,0,0.0514,129.979,4,0.28,5.0
0.233,0.716,165978,0.537,0.0,0,0.157,-7.648,0,0.0514,129.979,4,0.28,9.0
0.233,0.716,165978,0.537,0.0,0,0.157,-7.648,0,0.0514,129.979,4,0.28,5.0
0.233,0.716,165978,0.537,0.0,0,0.157,-7.648,0,0.0514,129.979,4,0.28,9.0
0.000681,0.523,200002,0.931,0.0,2,0.121,-3.855,1,0.0389,150.103,4,0.722,10.0
0.535,0.718,242973,0.67,0.264,1,0.675,-8.721,1,0.0494,139.938,4,0.509,1.0
5.71e-06,0.468,174428,0.971,0.353,4,0.303,-5.928,0,0.0762,108.102,4,0.415,6.0
0.000684,0.553,231400,0.853,0.0,8,0.126,-3.668,1,0.0339,122.023,4,0.506,8.0
0.601,0.396,193533,0.348,0.000111,6,0.161,-11.232,1,0.0295,80.949,4,0.154,1.0
0.000291,0.469,269327,0.917,0.00416,11,0.153,-4.5,1,0.1,123.97,4,0.539,2.0
0.000916,0.378,268800,0.611,0.862,9,0.11,-6.396,1,0.0335,139.895,4,0.159,6.0
0.000916,0.378,268800,0.611,0.862,9,0.11,-6.396,1,0.0335,139.895,4,0.159,10.0
0.000916,0.378,268800,0.611,0.862,9,0.11,-6.396,1,0.0335,139.895,4,0.159,6.0
0.000916,0.378,268800,0.611,0.862,9,0.11,-6.396,1,0.0335,139.895,4,0.159,10.0
2.34e-06,0.467,240250,0.993,0.000177,4,0.289,-1.876,0,0.128,120.002,4,0.179,8.0
0.058,0.71,213424,0.68,0.000706,1,0.282,-6.702,1,0.477,114.968,4,0.64,6.0
0.000395,0.339,170769,0.971,0.739,10,0.205,-8.067,0,0.123,194.764,4,0.108,8.0
0.00023,0.199,347760,0.913,0.153,4,0.232,-5.772,1,0.0915,148.641,3,0.266,8.0
0.673,0.492,178533,0.583,2.38e-06,8,0.201,-9.927,1,0.19,73.64,4,0.798,7.0
0.512,0.493,321640,0.643,2.43e-05,0,0.209,-5.19,1,0.0299,144.704,4,0.3,4.0
0.00717,0.524,253733,0.955,8.77e-06,0,0.659,-7.081,1,0.0411,133.849,4,0.869,10.0
0.00212,0.384,282873,0.907,2.76e-05,8,0.103,-4.132,1,0.0845,111.31,4,0.318,10.0
0.00395,0.416,330907,0.821,0.947,1,0.455,-14.309,1,0.101,118.303,4,0.168,10.0
0.0732,0.425,352074,0.437,0.00242,2,0.32,-8.133,0,0.0354,131.795,3,0.137,8.0
0.386,0.68,292000,0.604,0.0,4,0.43,-9.241,1,0.115,125.529,4,0.79,2.0
0.673,0.425,330533,0.203,0.849,9,0.317,-15.87,1,0.0407,179.267,3,0.457,2.0
2.93e-05,0.442,210480,0.978,0.465,8,0.0763,-4.568,0,0.0846,89.986,4,0.356,10.0
2.93e-05,0.442,210480,0.978,0.465,8,0.0763,-4.568,0,0.0846,89.986,4,0.356,1.0
2.93e-05,0.442,210480,0.978,0.465,8,0.0763,-4.568,0,0.0846,89.986,4,0.356,10.0
2.93e-05,0.442,210480,0.978,0.465,8,0.0763,-4.568,0,0.0846,89.986,4,0.356,1.0
0.000638,0.522,232333,0.874,0.583,4,0.327,-6.037,0,0.0312,119.997,4,0.361,10.0
0.00267,0.442,239451,0.892,7.92e-06,9,0.0758,-6.431,0,0.086,151.914,4,0.237,10.0
0.00175,0.361,209831,0.578,0.854,10,0.115,-17.363,0,0.0449,180.028,4,0.668,10.0
0.894,0.562,187627,0.241,7.25e-05,9,0.104,-15.723,1,0.0416,113.383,4,0.672,2.0
4.7e-05,0.493,205507,0.938,0.0339,11,0.0851,-6.526,1,0.105,136.521,4,0.567,8.0
0.594,0.565,148845,0.315,0.0607,1,0.332,-9.38,1,0.0428,112.991,4,0.176,10.0
4.74e-05,0.419,244493,0.775,0.0268,1,0.168,-5.834,0,0.0399,176.005,4,0.503,10.0
0.00141,0.55,192027,0.767,3.07e-06,9,0.143,-6.281,1,0.0248,104.016,3,0.601,4.0
0.454,0.493,186901,0.556,0.0,0,0.207,-9.833,0,0.0712,79.053,4,0.465,5.0
0.456,0.567,174983,0.696,0.0,9,0.113,-5.416,1,0.301,92.061,4,0.544,9.0
0.84,0.601,198733,0.154,0.00102,2,0.101,-15.975,1,0.0299,99.973,4,0.159,9.0
0.0336,0.651,160000,0.684,0.0,9,0.169,-7.434,1,0.0509,119.99,4,0.493,9.0
0.117,0.504,595680,0.5,0.548,2,0.137,-11.329,1,0.0377,92.042,4,0.0753,2.0
0.0124,0.318,133253,0.866,0.000852,2,0.686,-6.787,1,0.0441,192.538,4,0.916,10.0
0.335,0.553,192707,0.657,0.000648,1,0.228,-8.219,1,0.0405,107.889,4,0.555,10.0
0.000275,0.291,188853,0.974,0.000505,0,0.0838,-2.834,0,0.199,76.902,4,0.32,8.0
9.25e-05,0.503,218040,0.96,0.578,10,0.274,-2.672,1,0.0626,162.022,4,0.489,10.0
9.25e-05,0.503,218040,0.96,0.578,10,0.274,-2.672,1,0.0626,162.022,4,0.489,8.0
9.25e-05,0.503,218040,0.96,0.578,10,0.274,-2.672,1,0.0626,162.022,4,0.489,10.0
9.25e-05,0.503,218040,0.96,0.578,10,0.274,-2.672,1,0.0626,162.022,4,0.489,8.0
0.0591,0.695,247827,0.928,0.732,5,0.115,-5.33,0,0.0288,120.998,4,0.639,6.0
0.0591,0.695,247827,0.928,0.732,5,0.115,-5.33,0,0.0288,120.998,4,0.639,1.0
0.0591,0.695,247827,0.928,0.732,5,0.115,-5.33,0,0.0288,120.998,4,0.639,6.0
0.0591,0.695,247827,0.928,0.732,5,0.115,-5.33,0,0.0288,120.998,4,0.639,1.0
0.404,0.634,208707,0.614,0.00864,11,0.12,-11.002,0,0.0381,146.108,4,0.421,1.0
0.29,0.645,144468,0.611,2.05e-05,8,0.237,-5.925,0,0.137,157.475,3,0.645,9.0
0.000526,0.473,251576,0.957,0.0163,4,0.153,-4.336,0,0.0567,99.991,4,0.41,8.0
8.74e-05,0.591,222827,0.963,0.000107,0,0.0781,-6.489,0,0.0531,125.03,4,0.609,8.0
0.814,0.585,275551,0.183,0.9,5,0.0935,-14.122,1,0.112,167.168,5,0.213,6.0
0.0335,0.727,177190,0.513,0.0,6,0.302,-8.823,0,0.0524,76.211,4,0.568,5.0
0.648,0.582,157973,0.365,1.03e-06,9,0.147,-11.04,1,0.0388,93.856,4,0.312,10.0
0.467,0.442,233693,0.382,0.0216,7,0.121,-5.295,1,0.0317,119.947,3,0.199,10.0
0.077,0.419,185400,0.931,0.235,10,0.304,-6.326,0,0.123,100.016,4,0.198,6.0
0.0479,0.703,260173,0.718,0.426,1,0.0415,-7.522,1,0.0671,115.993,4,0.785,6.0
0.659,0.634,263089,0.491,0.0,9,0.369,-3.967,1,0.0252,91.932,4,0.245,10.0
1.84e-06,0.146,219173,0.962,0.876,11,0.59,-7.394,0,0.0763,169.561,4,0.26,8.0
0.000457,0.235,221667,0.869,0.000987,4,0.459,-4.284,1,0.0609,146.654,4,0.513,10.0
0.374,0.53,214467,0.691,0.111,2,0.29,-5.409,1,0.0307,117.046,4,0.581,2.0
0.0693,0.492,190080,0.729,0.000249,4,0.709,-10.208,0,0.119,125.371,4,0.353,8.0
0.272,0.636,210462,0.941,0.296,0,0.295,-6.399,1,0.0556,129.934,4,0.613,2.0
0.586,0.601,168933,0.766,0.000903,7,0.347,-13.262,1,0.0466,130.14,4,0.856,4.0
0.0305,0.681,194160,0.849,0.0,1,0.301,-5.952,1,0.382,79.004,4,0.541,10.0
0.982,0.314,285948,0.186,0.987,3,0.208,-16.676,1,0.0358,110.765,4,0.167,7.0
0.336,0.655,267922,0.65,0.0636,7,0.144,-7.795,1,0.0285,137.938,4,0.713,1.0
0.336,0.655,267922,0.65,0.0636,7,0.144,-7.795,1,0.0285,137.938,4,0.713,6.0
0.336,0.655,267922,0.65,0.0636,7,0.144,-7.795,1,0.0285,137.938,4,0.713,1.0
0.336,0.655,267922,0.65,0.0636,7,0.144,-7.795,1,0.0285,137.938,4,0.713,6.0
6.89e-05,0.442,436693,0.949,0.103,4,0.862,-8.588,0,0.0673,90.104,4,0.0485,8.0
0.011,0.593,254627,0.747,0.0,11,0.108,-5.81,0,0.0275,112.29,4,0.555,10.0
0.122,0.685,191067,0.718,0.0,0,0.0556,-7.724,1,0.0521,131.463,4,0.958,4.0
0.0111,0.633,161617,0.788,1.6e-06,5,0.0582,-4.075,0,0.127,134.13,4,0.412,10.0
0.0111,0.633,161617,0.788,1.6e-06,5,0.0582,-4.075,0,0.127,134.13,4,0.412,9.0
0.0111,0.633,161617,0.788,1.6e-06,5,0.0582,-4.075,0,0.127,134.13,4,0.412,10.0
0.0111,0.633,161617,0.788,1.6e-06,5,0.0582,-4.075,0,0.127,134.13,4,0.412,9.0
0.106,0.789,209867,0.611,0.0,1,0.128,-5.638,0,0.0396,108.024,4,0.787,10.0
0.354,0.586,537777,0.726,0.662,9,0.134,-11.142,1,0.0423,147.979,3,0.598,8.0
0.0429,0.442,369221,0.748,0.00468,2,0.0967,-10.139,1,0.0626,135.422,4,0.229,8.0
0.0429,0.442,369221,0.748,0.00468,2,0.0967,-10.139,1,0.0626,135.422,4,0.229,10.0
0.0429,0.442,369221,0.748,0.00468,2,0.0967,-10.139,1,0.0626,135.422,4,0.229,8.0
0.0429,0.442,369221,0.748,0.00468,2,0.0967,-10.139,1,0.0626,135.422,4,0.229,10.0
0.00726,0.365,204867,0.763,0.000457,11,0.0865,-9.45,0,0.0591,148.366,4,0.342,8.0
0.00976,0.49,337506,0.724,0.0046,2,0.159,-9.581,1,0.0366,125.812,4,0.292,10.0
0.636,0.582,151724,0.415,4.75e-05,1,0.131,-9.094,1,0.0325,86.835,4,0.331,6.0
0.246,0.328,266653,0.442,0.538,9,0.111,-14.628,1,0.081,99.43,5,0.209,8.0
4.61e-06,0.466,263462,0.991,0.00221,9,0.0755,-2.0,1,0.0566,156.024,4,0.421,8.0
0.0193,0.696,141560,0.683,0.0,5,0.11,-6.565,0,0.435,144.102,4,0.66,9.0
0.621,0.378,185533,0.317,0.0024,0,0.386,-12.699,1,0.0311,113.105,4,0.154,9.0
0.185,0.617,206857,0.71,0.378,0,0.117,-10.114,1,0.0326,97.019,4,0.692,1.0
0.000151,0.391,171427,0.984,0.0,2,0.123,-5.468,1,0.116,159.954,4,0.384,8.0
0.0184,0.758,196550,0.697,1.57e-06,1,0.068,-6.839,1,0.0664,146.91,4,0.776,10.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,10.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,8.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,1.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,10.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,8.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,1.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,10.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,8.0
2.99e-05,0.46,204160,0.906,0.0348,1,0.17,-8.201,1,0.15,161.055,4,0.566,1.0
0.803,0.322,282533,0.21,0.0909,7,0.148,-14.092,0,0.0299,126.611,4,0.1,1.0
0.0244,0.676,198653,0.631,0.00201,0,0.0785,-6.675,1,0.0332,98.011,3,0.798,6.0
0.985,0.797,204320,0.208,0.232,1,0.0434,-11.383,1,0.0672,86.605,4,0.596,2.0
3.53e-06,0.144,356493,0.772,0.374,9,0.553,-4.893,1,0.0421,139.952,4,0.527,10.0
0.755,0.49,411907,0.63,0.00103,6,0.109,-9.583,1,0.0404,160.025,5,0.386,0.0
0.674,0.56,185560,0.493,0.306,5,0.19,-9.111,1,0.0297,158.056,4,0.423,6.0
0.0287,0.71,222373,0.748,0.156,10,0.0741,-10.558,0,0.0482,125.374,4,0.619,10.0
0.000699,0.64,215280,0.947,0.327,10,0.375,-7.267,0,0.0951,126.989,4,0.204,8.0
0.954,0.467,178333,0.122,0.902,2,0.132,-22.241,1,0.0366,111.256,4,0.411,2.0
0.0863,0.481,157560,0.645,6.2e-06,10,0.332,-8.535,0,0.318,151.307,4,0.612,10.0
0.0863,0.481,157560,0.645,6.2e-06,10,0.332,-8.535,0,0.318,151.307,4,0.612,1.0
0.0863,0.481,157560,0.645,6.2e-06,10,0.332,-8.535,0,0.318,151.307,4,0.612,10.0
0.0863,0.481,157560,0.645,6.2e-06,10,0.332,-8.535,0,0.318,151.307,4,0.612,1.0
0.0374,0.893,145657,0.606,0.0,11,0.0886,-4.797,0,0.379,145.142,4,0.56,5.0
0.583,0.747,186760,0.662,0.0,7,0.136,-7.008,1,0.198,155.78,4,0.532,10.0
0.624,0.457,208697,0.528,0.0,2,0.273,-6.944,1,0.0315,90.079,4,0.223,10.0
4.07e-05,0.375,299267,0.68,0.0908,1,0.0851,-7.015,1,0.0441,91.424,4,0.367,10.0
0.273,0.807,176250,0.788,0.00104,9,0.225,-6.043,0,0.109,83.016,4,0.602,6.0
1.6e-05,0.492,307653,0.985,0.00174,7,0.249,-4.858,1,0.0859,97.012,4,0.342,8.0
0.43,0.591,161000,0.416,0.0,7,0.648,-15.476,1,0.0459,126.881,4,0.803,2.0
0.0682,0.714,288613,0.662,0.929,4,0.331,-7.976,0,0.0254,103.133,4,0.769,2.0
0.778,0.523,162533,0.402,0.0,0,0.432,-8.233,1,0.0305,70.863,4,0.675,10.0
0.0969,0.688,284480,0.716,0.0,7,0.0989,-5.702,1,0.0385,116.912,3,0.373,9.0
0.000293,0.366,230127,0.956,0.00447,10,0.449,-3.725,0,0.108,104.016,3,0.159,10.0
0.000293,0.366,230127,0.956,0.00447,10,0.449,-3.725,0,0.108,104.016,3,0.159,8.0
0.000293,0.366,230127,0.956,0.00447,10,0.449,-3.725,0,0.108,104.016,3,0.159,10.0
0.000293,0.366,230127,0.956,0.00447,10,0.449,-3.725,0,0.108,104.016,3,0.159,8.0
0.967,0.284,371625,0.0791,0.904,8,0.143,-23.738,1,0.0315,79.932,4,0.036,1.0
0.063,0.502,309960,0.867,0.000395,10,0.0918,-5.631,1,0.0501,128.295,4,0.752,10.0
0.00268,0.319,247253,0.852,0.662,0,0.331,-7.295,1,0.0716,79.554,4,0.297,8.0
0.306,0.7,223066,0.664,1.89e-05,7,0.249,-8.211,1,0.0394,142.009,4,0.585,10.0
0.306,0.7,223066,0.664,1.89e-05,7,0.249,-8.211,1,0.0394,142.009,4,0.585,9.0
0.306,0.7,223066,0.664,1.89e-05,7,0.249,-8.211,1,0.0394,142.009,4,0.585,10.0
0.306,0.7,223066,0.664,1.89e-05,7,0.249,-8.211,1,0.0394,142.009,4,0.585,9.0
0.0291,0.187,467933,0.6,0.512,11,0.195,-7.013,0,0.0348,124.77,4,0.0792,10.0
0.058,0.428,158800,0.843,0.0334,9,0.115,-7.655,1,0.0747,143.758,4,0.885,1.0
0.286,0.51,260440,0.389,0.000398,2,0.644,-14.317,0,0.0384,94.04,4,0.621,10.0
0.286,0.51,260440,0.389,0.000398,2,0.644,-14.317,0,0.0384,94.04,4,0.621,0.0
0.286,0.51,260440,0.389,0.000398,2,0.644,-14.317,0,0.0384,94.04,4,0.621,10.0
0.286,0.51,260440,0.389,0.000398,2,0.644,-14.317,0,0.0384,94.04,4,0.621,0.0
0.00405,0.518,230665,0.568,0.0,9,0.212,-10.301,1,0.0575,159.832,4,0.405,6.0
0.845,0.423,223320,0.228,3.64e-06,3,0.102,-10.947,0,0.0302,88.288,4,0.352,9.0
3.54e-05,0.232,296934,0.966,0.0267,9,0.504,-4.045,0,0.119,102.448,4,0.234,8.0
0.000286,0.373,251804,0.812,2.96e-05,9,0.249,-5.719,0,0.0469,146.302,4,0.399,10.0
0.162,0.682,224510,0.766,0.0,1,0.0658,-4.601,0,0.217,90.121,4,0.757,5.0
0.0025,0.383,227693,0.875,2.14e-06,9,0.0995,-4.421,1,0.0638,178.037,4,0.615,10.0
0.531,0.636,156773,0.918,9.85e-06,9,0.328,-6.294,1,0.0559,96.991,4,0.46,2.0
0.23,0.73,206995,0.571,4.63e-05,2,0.102,-10.042,1,0.0344,110.333,4,0.742,1.0
0.23,0.73,206995,0.571,4.63e-05,2,0.102,-10.042,1,0.0344,110.333,4,0.742,6.0
0.23,0.73,206995,0.571,4.63e-05,2,0.102,-10.042,1,0.0344,110.333,4,0.742,1.0
0.23,0.73,206995,0.571,4.63e-05,2,0.102,-10.042,1,0.0344,110.333,4,0.742,6.0
0.793,0.465,305041,0.427,0.00144,0,0.0909,-9.882,1,0.0276,146.09,3,0.214,1.0
0.243,0.867,192880,0.411,0.0,11,0.124,-9.4,1,0.487,78.496,4,0.742,5.0
0.015,0.492,189543,0.911,0.0,1,0.345,-3.891,0,0.113,168.024,4,0.429,10.0
0.000429,0.548,299720,0.904,0.0842,11,0.37,-5.197,1,0.03,129.016,4,0.342,8.0
0.12,0.472,216085,0.813,0.000109,9,0.382,-5.919,0,0.0399,134.922,4,0.684,2.0
0.12,0.472,216085,0.813,0.000109,9,0.382,-5.919,0,0.0399,134.922,4,0.684,10.0
0.12,0.472,216085,0.813,0.000109,9,0.382,-5.919,0,0.0399,134.922,4,0.684,2.0
0.12,0.472,216085,0.813,0.000109,9,0.382,-5.919,0,0.0399,134.922,4,0.684,10.0
0.00242,0.65,154715,0.628,0.112,11,0.102,-7.749,1,0.347,122.39,4,0.767,6.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,6.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,1.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,10.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,6.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,1.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,10.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,6.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,1.0
0.0538,0.481,357419,0.858,0.00104,9,0.515,-2.941,0,0.0345,188.066,4,0.708,10.0
0.647,0.684,187267,0.416,0.0,2,0.0822,-15.367,1,0.0447,80.204,4,0.549,10.0
0.491,0.822,169093,0.522,0.0,4,0.101,-8.744,0,0.0965,111.098,4,0.0672,1.0
0.089,0.534,286480,0.708,0.0,11,0.192,-5.732,1,0.0402,130.639,4,0.488,10.0
0.576,0.635,213980,0.615,0.00167,6,0.224,-5.826,0,0.0332,97.978,4,0.429,2.0
0.265,0.603,339333,0.57,0.827,2,0.0813,-12.545,1,0.0512,116.322,4,0.483,10.0
0.0512,0.477,327533,0.605,0.0,1,0.0563,-7.417,0,0.0319,143.099,4,0.0779,10.0
0.00209,0.42,271547,0.959,0.000686,1,0.203,-4.058,1,0.155,89.583,4,0.322,8.0
0.887,0.4,253013,0.525,0.00543,0,0.117,-11.294,1,0.0435,146.977,4,0.408,6.0
0.00395,0.357,330227,0.905,0.000417,1,0.375,-7.787,1,0.0523,81.294,4,0.546,8.0
2.68e-05,0.416,219200,0.968,0.0118,1,0.402,-6.483,1,0.118,180.084,4,0.434,8.0
0.000372,0.489,252035,0.919,5.15e-06,6,0.0653,-4.934,0,0.0543,176.942,3,0.415,6.0
0.000129,0.418,196597,0.939,1.2e-06,7,0.143,-7.128,1,0.0966,160.151,4,0.306,8.0
0.724,0.201,208386,0.201,0.897,6,0.1,-22.101,1,0.038,83.097,3,0.0788,6.0
0.112,0.647,280917,0.507,0.0117,0,0.103,-9.186,1,0.0292,94.633,4,0.711,2.0
0.311,0.384,206493,0.444,0.000449,7,0.127,-9.02,1,0.0345,177.42,4,0.663,2.0
1.68e-05,0.444,272767,0.958,0.271,0,0.358,-4.65,1,0.0509,160.017,4,0.677,8.0
0.00198,0.407,191360,0.63,0.0,0,0.294,-5.678,1,0.0302,90.613,4,0.37,10.0
0.733,0.611,168719,0.265,0.0207,11,0.107,-10.801,1,0.0349,137.996,4,0.447,9.0
0.0213,0.298,420000,0.736,2.14e-05,6,0.971,-7.76,0,0.0485,114.193,4,0.622,10.0
0.00178,0.394,292581,0.944,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,4,0.265,10.0
0.992,0.56,183177,0.0792,0.924,2,0.141,-18.169,1,0.0609,125.561,4,0.272,7.0
0.867,0.261,261067,0.185,0.725,9,0.0984,-13.766,1,0.0353,116.632,3,0.141,7.0
0.00747,0.448,271167,0.695,0.0,0,0.121,-7.263,1,0.0388,136.744,4,0.449,10.0
0.214,0.485,180396,0.428,0.0013,7,0.294,-9.483,1,0.055,161.903,3,0.256,10.0
0.00385,0.42,239216,0.69,0.015,9,0.287,-6.221,0,0.0347,85.014,4,0.237,10.0
3.08e-05,0.35,136907,0.907,6.56e-05,1,0.0999,-4.882,1,0.105,193.754,4,0.143,8.0
0.000621,0.389,185120,0.894,0.000223,8,0.429,-4.237,1,0.0873,184.101,4,0.691,10.0
0.0149,0.49,453212,0.778,0.00265,8,0.104,-6.575,1,0.083,136.549,4,0.552,6.0
0.622,0.651,221515,0.434,0.00203,7,0.101,-9.028,1,0.0249,85.972,4,0.628,10.0
0.0362,0.943,199432,0.949,0.0,1,0.417,-4.22,1,0.222,110.984,4,0.701,5.0
0.974,0.349,215147,0.298,6.78e-05,1,0.11,-11.061,1,0.0409,87.627,3,0.547,3.0
3.28e-05,0.27,255231,0.964,0.0247,6,0.525,-4.545,1,0.0866,99.731,3,0.325,8.0
0.385,0.627,229093,0.289,8.82e-06,7,0.0735,-10.987,1,0.0701,104.836,4,0.698,2.0
5.82e-05,0.178,201333,0.684,0.00151,0,0.172,-6.301,1,0.0415,201.324,4,0.283,1.0
5.82e-05,0.178,201333,0.684,0.00151,0,0.172,-6.301,1,0.0415,201.324,4,0.283,6.0
5.82e-05,0.178,201333,0.684,0.00151,0,0.172,-6.301,1,0.0415,201.324,4,0.283,1.0
5.82e-05,0.178,201333,0.684,0.00151,0,0.172,-6.301,1,0.0415,201.324,4,0.283,6.0
0.298,0.662,239805,0.574,0.00902,4,0.115,-8.696,1,0.0261,109.085,4,0.948,1.0
0.0113,0.392,210493,0.791,1.43e-06,2,0.326,-2.785,1,0.0509,83.868,4,0.413,10.0
0.124,0.442,308267,0.866,0.0103,5,0.159,-9.245,1,0.0614,93.012,4,0.151,10.0
0.23,0.688,224661,0.582,0.000157,6,0.0663,-10.668,0,0.0542,85.486,4,0.872,10.0
0.721,0.579,253670,0.325,2.24e-06,0,0.403,-9.835,1,0.0284,79.985,4,0.428,0.0
0.749,0.636,189133,0.668,0.00121,0,0.0555,-6.857,1,0.0568,94.668,4,0.666,2.0
0.00956,0.43,387707,0.814,0.151,3,0.0962,-5.079,1,0.0511,130.973,4,0.711,2.0
0.672,0.442,236200,0.342,0.0,11,0.809,-8.65,1,0.0356,131.289,4,0.268,9.0
0.668,0.549,153333,0.832,0.335,11,0.0708,-10.938,0,0.0497,193.911,4,0.792,10.0
0.0915,0.939,248573,0.675,0.0,0,0.0565,-7.232,1,0.211,96.918,4,0.795,5.0
0.538,0.71,148074,0.483,0.0,5,0.0832,-9.783,0,0.127,97.065,4,0.705,9.0
0.892,0.18,175507,0.00554,0.82,9,0.123,-25.285,1,0.0458,82.371,5,0.0323,6.0
0.00541,0.571,121253,0.858,3.71e-05,11,0.308,-6.882,0,0.0399,95.248,4,0.566,10.0
0.608,0.543,173453,0.481,0.0,1,0.104,-7.127,0,0.276,83.03,4,0.124,5.0
0.962,0.577,198373,0.222,3.1e-05,7,0.359,-10.568,1,0.0291,136.048,3,0.166,6.0
0.000113,0.32,237107,0.798,0.0779,4,0.132,-9.999,1,0.0777,137.591,4,0.544,8.0
0.0352,0.773,203067,0.581,0.0,8,0.485,-8.466,1,0.432,94.093,4,0.711,5.0
0.0698,0.527,281347,0.716,8.71e-05,5,0.0737,-6.029,0,0.0616,99.426,4,0.331,6.0
0.472,0.451,214656,0.495,0.0247,5,0.255,-9.996,1,0.0318,121.624,4,0.741,1.0
0.000125,0.557,202401,0.886,0.000199,0,0.355,-3.092,1,0.0378,127.982,4,0.638,10.0
0.2,0.537,224693,0.84,2.15e-06,9,0.0998,-4.626,1,0.0363,124.269,4,0.211,10.0
3.62e-05,0.482,240500,0.961,2.19e-05,11,0.157,-5.384,0,0.115,119.915,4,0.114,8.0
0.000611,0.384,248547,0.916,0.422,4,0.14,-6.468,0,0.0983,158.042,4,0.192,8.0
0.425,0.345,386227,0.861,0.00174,7,0.133,-8.823,1,0.0471,176.942,4,0.848,2.0
0.515,0.872,161267,0.438,0.521,1,0.0722,-10.59,1,0.0356,116.985,4,0.961,6.0
0.00929,0.771,171360,0.671,0.0,2,0.0637,-5.617,1,0.0553,85.026,4,0.714,9.0
0.0934,0.818,191723,0.836,0.422,8,0.088,-6.113,0,0.0391,123.02,4,0.305,9.0
0.434,0.711,169998,0.483,0.012,11,0.0284,-11.211,1,0.0298,91.652,4,0.884,2.0
0.0249,0.755,235603,0.854,1.58e-05,9,0.389,-4.288,0,0.0517,105.038,4,0.588,9.0
0.373,0.419,463973,0.595,0.157,7,0.058,-14.512,1,0.0607,89.901,4,0.366,2.0
0.26,0.961,161280,0.617,0.0,11,0.149,-5.76,1,0.344,125.009,4,0.734,5.0
0.00239,0.462,210563,0.865,0.000769,2,0.0951,-3.71,1,0.0351,99.984,4,0.283,10.0
0.00052,0.173,226427,0.872,0.0353,7,0.324,-4.39,0,0.0533,149.361,4,0.39,1.0
0.00052,0.173,226427,0.872,0.0353,7,0.324,-4.39,0,0.0533,149.361,4,0.39,10.0
